Latitude,Longitude
54.284713,-4.559213
54.284661,-4.558947
54.284654,-4.558927
54.284621,-4.558859
54.284583,-4.558790
54.284507,-4.558635
54.284415,-4.558487
54.284415,-4.558490
54.284405,-4.558464
54.284384,-4.558422
54.284364,-4.558381
54.284324,-4.558301
54.284275,-4.558193
54.284264,-4.558048
54.284258,-4.558000
54.284217,-4.557811
54.284133,-4.557657
54.284058,-4.557428
54.284041,-4.557392
54.284030,-4.557367
54.284017,-4.557310
54.283990,-4.557268
54.283976,-4.557243
54.283950,-4.557207
54.283917,-4.557135
54.283904,-4.557103
54.283899,-4.557094
54.283860,-4.557020
54.283837,-4.556956
54.283825,-4.556910
54.283779,-4.556850
54.283742,-4.556750
54.283701,-4.556576
54.283690,-4.556555
54.283652,-4.556453
54.283605,-4.556320
54.283577,-4.556225
54.283556,-4.556168
54.283515,-4.556019
54.283495,-4.555963
54.283492,-4.555925
54.283452,-4.555857
54.283429,-4.555814
54.283425,-4.555806
54.283402,-4.555737
54.283377,-4.555689
54.283365,-4.555661
54.283354,-4.555642
54.283349,-4.555632
54.283311,-4.555536
54.283292,-4.555455
54.283249,-4.555347
54.283237,-4.555313
54.283211,-4.555254
54.283208,-4.555247
54.283200,-4.555229
54.283154,-4.555138
54.283153,-4.555134
54.283147,-4.555113
54.283137,-4.555075
54.283108,-4.554984
54.283093,-4.554913
54.283089,-4.554880
54.283088,-4.554871
54.283055,-4.554803
54.283045,-4.554776
54.283043,-4.554774
54.283041,-4.554768
54.283039,-4.554763
54.283038,-4.554759
54.283027,-4.554751
54.283016,-4.554738
54.282983,-4.554651
54.282976,-4.554633
54.282979,-4.554641
54.282982,-4.554650
54.282979,-4.554658
54.282966,-4.554617
54.282960,-4.554610
54.282960,-4.554610
54.282961,-4.554607
54.282961,-4.554623
54.282959,-4.554618
54.282935,-4.554586
54.282898,-4.554516
54.282895,-4.554459
54.282878,-4.554344
54.282869,-4.554316
54.282867,-4.554304
54.282860,-4.554279
54.282821,-4.554213
54.282808,-4.554198
54.282805,-4.554198
54.282773,-4.554090
54.282761,-4.554019
54.282727,-4.553938
54.282722,-4.553933
54.282711,-4.553894
54.282708,-4.553885
54.282690,-4.553808
54.282689,-4.553801
54.282679,-4.553780
54.282665,-4.553736
54.282648,-4.553701
54.282639,-4.553671
54.282613,-4.553615
54.282609,-4.553604
54.282607,-4.553595
54.282604,-4.553585
54.282570,-4.553527
54.282567,-4.553514
54.282559,-4.553474
54.282506,-4.553367
54.282481,-4.553304
54.282475,-4.553294
54.282443,-4.553228
54.282408,-4.553132
54.282403,-4.553105
54.282395,-4.553083
54.282360,-4.553010
54.282330,-4.552915
54.282306,-4.552828
54.282222,-4.552637
54.282216,-4.552609
54.282161,-4.552462
54.282153,-4.552429
54.282143,-4.552414
54.282143,-4.552411
54.282111,-4.552272
54.282102,-4.552248
54.282090,-4.552228
54.282025,-4.552108
54.281966,-4.552016
54.281913,-4.551843
54.281889,-4.551784
54.281870,-4.551687
54.281866,-4.551671
54.281863,-4.551659
54.281860,-4.551647
54.281844,-4.551603
54.281747,-4.551366
54.281745,-4.551351
54.281662,-4.551140
54.281657,-4.551126
54.281648,-4.551094
54.281602,-4.550967
54.281582,-4.550893
54.281579,-4.550876
54.281498,-4.550701
54.281452,-4.550556
54.281423,-4.550507
54.281410,-4.550420
54.281377,-4.550328
54.281330,-4.550205
54.281320,-4.550117
54.281288,-4.550025
54.281286,-4.550011
54.281193,-4.549821
54.281186,-4.549812
54.281141,-4.549642
54.281128,-4.549616
54.281096,-4.549589
54.281000,-4.549417
54.280974,-4.549373
54.280961,-4.549273
54.280857,-4.548982
54.280749,-4.548716
54.280734,-4.548673
54.280716,-4.548629
54.280685,-4.548574
54.280573,-4.548319
54.280489,-4.548045
54.280387,-4.547786
54.280314,-4.547611
54.280299,-4.547575
54.280179,-4.547258
54.280065,-4.546991
54.280053,-4.546950
54.280022,-4.546882
54.279975,-4.546774
54.279968,-4.546673
54.279937,-4.546599
54.279887,-4.546547
54.279821,-4.546271
54.279713,-4.545993
54.279674,-4.545890
54.279629,-4.545820
54.279568,-4.545595
54.279499,-4.545399
54.279463,-4.545348
54.279438,-4.545299
54.279397,-4.545225
54.279371,-4.545167
54.279337,-4.545073
54.279304,-4.544838
54.279222,-4.544687
54.279189,-4.544657
54.279061,-4.544410
54.279045,-4.544335
54.279045,-4.544329
54.279045,-4.544330
54.279040,-4.544327
54.279040,-4.544290
54.279026,-4.544234
54.278998,-4.544168
54.278985,-4.544113
54.278984,-4.544101
54.278986,-4.544059
54.278908,-4.543878
54.278903,-4.543865
54.278870,-4.543799
54.278865,-4.543784
54.278857,-4.543747
54.278847,-4.543756
54.278844,-4.543736
54.278823,-4.543690
54.278795,-4.543597
54.278768,-4.543491
54.278727,-4.543385
54.278696,-4.543328
54.278672,-4.543268
54.278638,-4.543176
54.278614,-4.543118
54.278592,-4.543029
54.278568,-4.542951
54.278556,-4.542880
54.278558,-4.542805
54.278552,-4.542741
54.278503,-4.542679
54.278475,-4.542653
54.278410,-4.542574
54.278375,-4.542491
54.278305,-4.542399
54.278269,-4.542304
54.278275,-4.542258
54.278280,-4.542220
54.278261,-4.542103
54.278218,-4.542051
54.278216,-4.542054
54.278198,-4.542041
54.278191,-4.542034
54.278159,-4.541988
54.278151,-4.541977
54.278145,-4.541968
54.278136,-4.541945
54.278102,-4.541846
54.278098,-4.541828
54.278053,-4.541718
54.278032,-4.541668
54.278026,-4.541616
54.278004,-4.541492
54.277989,-4.541457
54.277968,-4.541402
54.277930,-4.541305
54.277877,-4.541205
54.277872,-4.541182
54.277836,-4.541062
54.277818,-4.541004
54.277811,-4.540982
54.277800,-4.540923
54.277790,-4.540894
54.277785,-4.540888
54.277741,-4.540799
54.277690,-4.540659
54.277683,-4.540642
54.277660,-4.540569
54.277622,-4.540493
54.277588,-4.540379
54.277582,-4.540370
54.277535,-4.540267
54.277497,-4.540144
54.277432,-4.539955
54.277385,-4.539797
54.277381,-4.539788
54.277345,-4.539699
54.277340,-4.539688
54.277321,-4.539652
54.277309,-4.539617
54.277298,-4.539586
54.277273,-4.539535
54.277239,-4.539479
54.277200,-4.539376
54.277168,-4.539274
54.277144,-4.539185
54.277120,-4.539128
54.277109,-4.539099
54.277104,-4.539085
54.277098,-4.539066
54.277096,-4.539061
54.277088,-4.539058
54.277069,-4.539036
54.277062,-4.539019
54.277048,-4.538979
54.277029,-4.538917
54.277025,-4.538900
54.277021,-4.538892
54.276968,-4.538769
54.276929,-4.538693
54.276885,-4.538577
54.276888,-4.538577
54.276883,-4.538563
54.276880,-4.538557
54.276870,-4.538497
54.276861,-4.538463
54.276846,-4.538432
54.276795,-4.538323
54.276768,-4.538263
54.276752,-4.538234
54.276733,-4.538124
54.276731,-4.538119
54.276710,-4.538075
54.276711,-4.538063
54.276699,-4.538049
54.276664,-4.537964
54.276625,-4.537870
54.276607,-4.537750
54.276573,-4.537674
54.276528,-4.537630
54.276521,-4.537561
54.276494,-4.537553
54.276465,-4.537462
54.276443,-4.537391
54.276435,-4.537360
54.276430,-4.537341
54.276414,-4.537261
54.276375,-4.537203
54.276366,-4.537182
54.276346,-4.537143
54.276354,-4.537126
54.276360,-4.537132
54.276303,-4.537053
54.276290,-4.537006
54.276258,-4.536940
54.276209,-4.536803
54.276143,-4.536654
54.276112,-4.536529
54.276111,-4.536509
54.276096,-4.536511
54.276075,-4.536482
54.276060,-4.536456
54.276026,-4.536255
54.275982,-4.536096
54.275902,-4.535883
54.275827,-4.535755
54.275813,-4.535737
54.275763,-4.535680
54.275705,-4.535478
54.275649,-4.535192
54.275607,-4.535123
54.275524,-4.534828
54.275414,-4.534632
54.275408,-4.534621
54.275313,-4.534419
54.275308,-4.534405
54.275231,-4.534174
54.275195,-4.534092
54.275135,-4.533924
54.275048,-4.533719
54.275042,-4.533703
54.274972,-4.533447
54.274856,-4.533234
54.274735,-4.532922
54.274636,-4.532631
54.274531,-4.532450
54.274441,-4.532170
54.274353,-4.531855
54.274276,-4.531677
54.274204,-4.531534
54.274143,-4.531358
54.274046,-4.531067
54.273955,-4.530840
54.273875,-4.530647
54.273783,-4.530422
54.273702,-4.530205
54.273664,-4.530125
54.273634,-4.530058
54.273557,-4.529815
54.273519,-4.529719
54.273456,-4.529520
54.273405,-4.529367
54.273301,-4.529094
54.273232,-4.528894
54.273158,-4.528714
54.273139,-4.528694
54.273082,-4.528674
54.273054,-4.528680
54.273083,-4.528664
54.273095,-4.528636
54.273072,-4.528610
54.273061,-4.528570
54.273029,-4.528479
54.273019,-4.528446
54.272957,-4.528215
54.272941,-4.528143
54.272905,-4.528002
54.272848,-4.527823
54.272763,-4.527645
54.272700,-4.527522
54.272617,-4.527379
54.272564,-4.527254
54.272510,-4.527069
54.272471,-4.526919
54.272398,-4.526699
54.272331,-4.526557
54.272225,-4.526341
54.272170,-4.526201
54.272105,-4.526002
54.272078,-4.525908
54.272021,-4.525708
54.271968,-4.525555
54.271897,-4.525365
54.271839,-4.525227
54.271778,-4.525095
54.271711,-4.524955
54.271608,-4.524704
54.271540,-4.524440
54.271479,-4.524245
54.271460,-4.524198
54.271351,-4.524034
54.271336,-4.524013
54.271211,-4.523740
54.271148,-4.523547
54.271059,-4.523257
54.271017,-4.523146
54.270946,-4.522915
54.270932,-4.522879
54.270881,-4.522737
54.270779,-4.522465
54.270582,-4.522025
54.270512,-4.521747
54.270378,-4.521411
54.270314,-4.521269
54.270258,-4.521144
54.270098,-4.520647
54.270015,-4.520512
54.269964,-4.520430
54.269811,-4.519890
54.269803,-4.519851
54.269671,-4.519598
54.269623,-4.519538
54.269582,-4.519474
54.269551,-4.519360
54.269449,-4.519001
54.269362,-4.518770
54.269335,-4.518708
54.269231,-4.518515
54.269139,-4.518294
54.269072,-4.518123
54.269059,-4.518095
54.269047,-4.518067
54.268997,-4.517935
54.268981,-4.517901
54.268816,-4.517461
54.268809,-4.517477
54.268813,-4.517479
54.268816,-4.517483
54.268815,-4.517485
54.268814,-4.517489
54.268827,-4.517479
54.268825,-4.517470
54.268811,-4.517468
54.268810,-4.517469
54.268820,-4.517447
54.268849,-4.517379
54.268839,-4.517405
54.268831,-4.517431
54.268792,-4.517465
54.268759,-4.517501
54.268789,-4.517477
54.268797,-4.517460
54.268801,-4.517453
54.268797,-4.517383
54.268789,-4.517360
54.268789,-4.517353
54.268779,-4.517303
54.268764,-4.517203
54.268747,-4.517086
54.268583,-4.516657
54.268388,-4.516261
54.268374,-4.516203
54.268357,-4.516162
54.268350,-4.516147
54.268341,-4.516133
54.268331,-4.516090
54.268328,-4.516063
54.268315,-4.516043
54.268296,-4.516023
54.268288,-4.516001
54.268271,-4.515911
54.268264,-4.515866
54.268262,-4.515866
54.268255,-4.515863
54.268253,-4.515854
54.268256,-4.515822
54.268249,-4.515799
54.268238,-4.515778
54.268226,-4.515755
54.268114,-4.515452
54.267988,-4.515115
54.267852,-4.514690
54.267642,-4.514337
54.267598,-4.514278
54.267693,-4.513938
54.267656,-4.513811
54.267405,-4.513506
54.267268,-4.513210
54.267240,-4.513164
54.267069,-4.512657
54.267064,-4.512627
54.267064,-4.512572
54.267051,-4.512512
54.267049,-4.512507
54.267047,-4.512495
54.267033,-4.512482
54.267046,-4.512461
54.267045,-4.512409
54.266994,-4.512261
54.266986,-4.512240
54.266974,-4.512226
54.266784,-4.512046
54.266711,-4.511926
54.266649,-4.511831
54.266600,-4.511783
54.266553,-4.511647
54.266485,-4.511335
54.266475,-4.511260
54.266438,-4.511132
54.266411,-4.511025
54.266391,-4.510955
54.266324,-4.510748
54.266245,-4.510501
54.266194,-4.510353
54.266153,-4.510246
54.266043,-4.510014
54.265983,-4.509881
54.265985,-4.509876
54.265957,-4.509816
54.265949,-4.509787
54.265945,-4.509731
54.265927,-4.509597
54.265909,-4.509562
54.265905,-4.509545
54.265874,-4.509510
54.265851,-4.509475
54.265760,-4.509328
54.265731,-4.509304
54.265683,-4.509230
54.265665,-4.509194
54.265627,-4.508961
54.265627,-4.508901
54.265626,-4.508887
54.265617,-4.508881
54.265597,-4.508822
54.265581,-4.508763
54.265558,-4.508741
54.265473,-4.508709
54.265410,-4.508581
54.265353,-4.508438
54.265343,-4.508218
54.265348,-4.508192
54.265301,-4.508124
54.265305,-4.508105
54.265262,-4.508060
54.265252,-4.508046
54.265232,-4.507976
54.265185,-4.507794
54.265139,-4.507677
54.265135,-4.507635
54.265089,-4.507404
54.264997,-4.507261
54.264959,-4.507034
54.264881,-4.506963
54.264786,-4.506822
54.264729,-4.506429
54.264715,-4.506408
54.264657,-4.506297
54.264645,-4.506272
54.264543,-4.506089
54.264559,-4.506025
54.264548,-4.505998
54.264499,-4.505936
54.264485,-4.505907
54.264486,-4.505798
54.264482,-4.505761
54.264463,-4.505677
54.264430,-4.505640
54.264401,-4.505566
54.264373,-4.505520
54.264337,-4.505466
54.264310,-4.505447
54.264302,-4.505368
54.264295,-4.505350
54.264231,-4.505295
54.264193,-4.505223
54.264127,-4.505218
54.264116,-4.505211
54.264110,-4.505213
54.264106,-4.505108
54.264128,-4.504958
54.264137,-4.504778
54.264099,-4.504604
54.264100,-4.504573
54.264059,-4.504476
54.264061,-4.504474
54.264062,-4.504475
54.264060,-4.504453
54.264062,-4.504442
54.264042,-4.504437
54.263967,-4.504386
54.263935,-4.504338
54.263911,-4.504301
54.263909,-4.504297
54.263897,-4.504280
54.263901,-4.504268
54.263897,-4.504266
54.263896,-4.504265
54.263895,-4.504264
54.263891,-4.504257
54.263887,-4.504255
54.263882,-4.504247
54.263882,-4.504239
54.263874,-4.504223
54.263868,-4.504144
54.263850,-4.504095
54.263837,-4.504063
54.263833,-4.504062
54.263812,-4.504007
54.263802,-4.503982
54.263805,-4.503982
54.263806,-4.503982
54.263808,-4.503980
54.263803,-4.503974
54.263769,-4.503927
54.263769,-4.503923
54.263768,-4.503921
54.263765,-4.503928
54.263761,-4.503929
54.263761,-4.503922
54.263762,-4.503934
54.263763,-4.503935
54.263765,-4.503934
54.263758,-4.503932
54.263758,-4.503930
54.263757,-4.503933
54.263757,-4.503935
54.263756,-4.503937
54.263754,-4.503934
54.263753,-4.503934
54.263751,-4.503933
54.263732,-4.503923
54.263732,-4.503921
54.263734,-4.503922
54.263732,-4.503924
54.263735,-4.503921
54.263738,-4.503920
54.263741,-4.503919
54.263743,-4.503916
54.263736,-4.503914
54.263733,-4.503907
54.263722,-4.503899
54.263708,-4.503888
54.263708,-4.503886
54.263706,-4.503888
54.263706,-4.503889
54.263700,-4.503879
54.263696,-4.503876
54.263692,-4.503869
54.263691,-4.503861
54.263693,-4.503858
54.263685,-4.503862
54.263685,-4.503832
54.263673,-4.503807
54.263671,-4.503806
54.263660,-4.503797
54.263630,-4.503754
54.263610,-4.503733
54.263607,-4.503728
54.263598,-4.503705
54.263600,-4.503696
54.263591,-4.503710
54.263575,-4.503711
54.263562,-4.503601
54.263563,-4.503590
54.263565,-4.503375
54.263497,-4.503328
54.263452,-4.503299
54.263415,-4.503210
54.263405,-4.503175
54.263390,-4.503073
54.263363,-4.502914
54.263349,-4.502835
54.263350,-4.502834
54.263348,-4.502837
54.263350,-4.502837
54.263361,-4.502832
54.263370,-4.502839
54.263353,-4.502839
54.263338,-4.502852
54.263329,-4.502858
54.263326,-4.502703
54.263329,-4.502654
54.263327,-4.502651
54.263299,-4.502657
54.263274,-4.502650
54.263241,-4.502631
54.263195,-4.502554
54.263192,-4.502537
54.263142,-4.502354
54.263139,-4.502331
54.263114,-4.502223
54.263042,-4.502025
54.262948,-4.501856
54.262928,-4.501823
54.262838,-4.501629
54.262803,-4.501522
54.262739,-4.501286
54.262711,-4.501171
54.262597,-4.501039
54.262519,-4.500821
54.262473,-4.500652
54.262454,-4.500617
54.262398,-4.500408
54.262380,-4.500354
54.262355,-4.500310
54.262290,-4.500195
54.262257,-4.500113
54.262234,-4.500072
54.262215,-4.500026
54.262192,-4.499838
54.262187,-4.499824
54.262123,-4.499687
54.262116,-4.499680
54.262077,-4.499593
54.262065,-4.499571
54.262060,-4.499559
54.262022,-4.499379
54.261959,-4.499293
54.261953,-4.499282
54.261950,-4.499270
54.261917,-4.499203
54.261909,-4.499187
54.261893,-4.499125
54.261884,-4.499081
54.261829,-4.498848
54.261801,-4.498796
54.261777,-4.498752
54.261707,-4.498630
54.261629,-4.498481
54.261619,-4.498456
54.261602,-4.498404
54.261550,-4.498221
54.261519,-4.498126
54.261497,-4.498082
54.261439,-4.497990
54.261426,-4.497945
54.261423,-4.497934
54.261404,-4.497855
54.261348,-4.497704
54.261319,-4.497543
54.261318,-4.497526
54.261309,-4.497498
54.261245,-4.497384
54.261231,-4.497325
54.261208,-4.497256
54.261141,-4.497063
54.261094,-4.496947
54.261017,-4.496859
54.260995,-4.496788
54.260930,-4.496597
54.260916,-4.496537
54.260916,-4.496524
54.260892,-4.496447
54.260865,-4.496356
54.260855,-4.496262
54.260849,-4.496227
54.260829,-4.496197
54.260760,-4.496072
54.260708,-4.496023
54.260698,-4.495975
54.260679,-4.495908
54.260678,-4.495893
54.260647,-4.495789
54.260626,-4.495742
54.260582,-4.495684
54.260578,-4.495680
54.260552,-4.495662
54.260543,-4.495652
54.260469,-4.495511
54.260416,-4.495345
54.260391,-4.495155
54.260378,-4.495064
54.260314,-4.494891
54.260224,-4.494695
54.260197,-4.494658
54.260165,-4.494550
54.260100,-4.494346
54.260085,-4.494316
54.260022,-4.494078
54.259974,-4.493982
54.259895,-4.493802
54.259881,-4.493759
54.259849,-4.493653
54.259728,-4.493476
54.259661,-4.493193
54.259635,-4.493107
54.259599,-4.493000
54.259580,-4.492957
54.259550,-4.492872
54.259509,-4.492825
54.259460,-4.492649
54.259422,-4.492492
54.259368,-4.492350
54.259301,-4.492163
54.259245,-4.492076
54.259227,-4.491999
54.259204,-4.491932
54.259184,-4.491840
54.259144,-4.491721
54.259114,-4.491615
54.259068,-4.491551
54.259053,-4.491533
54.258961,-4.491378
54.258906,-4.491225
54.258847,-4.490897
54.258798,-4.490830
54.258771,-4.490787
54.258739,-4.490755
54.258606,-4.490585
54.258559,-4.490405
54.258480,-4.490120
54.258470,-4.490017
54.258320,-4.489677
54.258297,-4.489599
54.258253,-4.489482
54.258242,-4.489453
54.258234,-4.489422
54.258194,-4.489365
54.258156,-4.489281
54.258137,-4.489188
54.258065,-4.488972
54.257999,-4.488800
54.257884,-4.488528
54.257741,-4.488205
54.257728,-4.488172
54.257669,-4.487857
54.257658,-4.487822
54.257585,-4.487722
54.257501,-4.487620
54.257434,-4.487288
54.257428,-4.487252
54.257378,-4.487085
54.257284,-4.486993
54.257212,-4.486838
54.257209,-4.486824
54.257198,-4.486776
54.257192,-4.486736
54.257159,-4.486605
54.257155,-4.486582
54.257043,-4.486366
54.256947,-4.486050
54.256838,-4.485779
54.256793,-4.485666
54.256646,-4.485357
54.256578,-4.485079
54.256574,-4.485055
54.256437,-4.484711
54.256348,-4.484494
54.256210,-4.484195
54.256140,-4.483915
54.256134,-4.483876
54.256041,-4.483581
54.256022,-4.483539
54.255963,-4.483424
54.255847,-4.483179
54.255753,-4.482970
54.255730,-4.482871
54.255725,-4.482792
54.255706,-4.482708
54.255675,-4.482710
54.255650,-4.482634
54.255629,-4.482568
54.255637,-4.482553
54.255634,-4.482552
54.255610,-4.482537
54.255612,-4.482531
54.255612,-4.482533
54.255613,-4.482542
54.255616,-4.482549
54.255609,-4.482545
54.255606,-4.482541
54.255599,-4.482512
54.255589,-4.482503
54.255589,-4.482499
54.255580,-4.482477
54.255564,-4.482456
54.255538,-4.482410
54.255525,-4.482338
54.255523,-4.482330
54.255512,-4.482292
54.255486,-4.482219
54.255479,-4.482217
54.255451,-4.482118
54.255438,-4.482105
54.255428,-4.482078
54.255425,-4.482063
54.255385,-4.481878
54.255378,-4.481831
54.255275,-4.481652
54.255174,-4.481484
54.255079,-4.481150
54.255015,-4.480930
54.254967,-4.480844
54.254928,-4.480756
54.254898,-4.480710
54.254870,-4.480543
54.254851,-4.480457
54.254736,-4.480136
54.254634,-4.479975
